ID,City,Prefecture,Date,Species,Susceptibles,Cases,Deaths,Geo_Lookup,Latitude,Longitude
14.3,Yamagata,Gifu,2019-01-20,Wild boar:Sus scrofa(Suidae),0,1,1,Yamagata Gifu,35.4094858,136.7569769
14.4,Kawabe,Gifu,2019-01-21,Wild boar:Sus scrofa(Suidae),0,1,0,Kawabe Gifu,35.4865125,137.0681577
14.5,Kani,Gifu,2019-01-21,Wild boar:Sus scrofa(Suidae),0,1,0,Kani Gifu,35.4261093,137.0613166
14.6,Gifu,Gifu,2019-01-22,Wild boar:Sus scrofa(Suidae),0,2,2,Gifu Gifu,35.4230949,136.7627526
14.7,Minokamo,Gifu,2019-01-24,Wild boar:Sus scrofa(Suidae),0,1,0,Minokamo Gifu,35.4406551,137.0155052
14.8,Kakamigahara,Gifu,2019-01-28,Swine,1662,1,1,Kakamigahara Gifu,35.3995831,136.8485648
15.1,Gifu,Gifu,2019-01-25,Wild boar:Sus scrofa(Suidae),0,1,0,Gifu Gifu,35.4230949,136.7627526
15.2,Gifu,Gifu,2019-01-25,Wild boar:Sus scrofa(Suidae),0,1,0,Gifu Gifu,35.4230949,136.7627526
15.3,Kani,Gifu,2019-01-25,Wild boar:Sus scrofa(Suidae),0,1,1,Kani Gifu,35.4261093,137.0613166
15.4,Inuyama,Aichi,2019-01-27,Wild boar:Sus scrofa(Suidae),0,1,0,Inuyama Aichi,35.360969,136.984018
15.5,Inuyama,Aichi,2019-01-28,Wild boar:Sus scrofa(Suidae),0,1,0,Inuyama Aichi,35.360969,136.984018
15.6,Minokamo,Gifu,2019-01-29,Wild boar:Sus scrofa(Suidae),0,1,0,Minokamo Gifu,35.4406551,137.0155052
15.7,Kakamigahara,Gifu,2019-01-29,Wild boar:Sus scrofa(Suidae),0,1,1,Kakamigahara Gifu,35.3995831,136.8485648
15.8,Motosu,Gifu,2019-01-29,Swine,867,89,0,Motosu Gifu,35.4230949,136.7627526
15.9,Kasugai,Aichi,2019-01-30,Wild boar:Sus scrofa(Suidae),0,1,0,Kasugai Aichi,35.273804,137.007459
15.10,Minokamo,Gifu,2019-01-31,Wild boar:Sus scrofa(Suidae),0,1,1,Minokamo Gifu,35.4406551,137.0155052
15.11,Yaotsu,Gifu,2019-01-31,Wild boar:Sus scrofa(Suidae),0,1,0,Yaotsu Gifu,35.4755935,137.141068
15.12,Inuyama,Aichi,2019-02-01,Wild boar:Sus scrofa(Suidae),0,1,0,Inuyama Aichi,35.360969,136.984018
15.13,Toyota,Aichi,2019-02-05,Swine,6640,5,0,Toyota Aichi,35.15195,137.301478
15.14,Tahara,Aichi,2019-02-05,Swine,1600,5,0,Tahara Aichi,34.639112,137.183207
15.15,Miyada,Nagano,2019-02-05,Swine,2300,5,0,Miyada Nagano,35.774827,137.874269
15.16,Ena,Gifu,2019-02-05,Swine,4000,5,0,Ena Gifu,35.4498094,137.4128269
15.17,Omihachiman,Shiga,2019-02-05,Swine,700,10,0,Omihachiman Shiga,35.1527915,136.0687365
15.18,Higashi,Osaka,2019-02-05,Swine,600,8,0,Higashi Osaka,34.678147,135.597728
16.1,Yamagata,Gifu,2019-02-02,Wild boar:Sus scrofa(Suidae),0,1,0,Yamagata Gifu,35.4094858,136.7569769
16.2,Seki,Gifu,2019-02-02,Wild boar:Sus scrofa(Suidae),0,1,0,Seki Gifu,35.4958031,136.9181482
16.3,Yamagata,Gifu,2019-02-03,Wild boar:Sus scrofa(Suidae),0,1,0,Yamagata Gifu,35.4094858,136.7569769
16.4,Seki,Gifu,2019-02-04,Wild boar:Sus scrofa(Suidae),0,2,2,Seki Gifu,35.4958031,136.9181482
16.5,Yamagata,Gifu,2019-02-04,Wild boar:Sus scrofa(Suidae),0,1,0,Yamagata Gifu,35.4094858,136.7569769
16.6,Gifu,Gifu,2019-02-04,Wild boar:Sus scrofa(Suidae),0,1,0,Gifu Gifu,35.4230949,136.7627526
16.7,Kawabe,Gifu,2019-02-04,Wild boar:Sus scrofa(Suidae),0,3,0,Kawabe Gifu,35.4865125,137.0681577
16.8,Minokamo,Gifu,2019-02-04,Wild boar:Sus scrofa(Suidae),0,1,0,Minokamo Gifu,35.4406551,137.0155052
16.9,Kani,Gifu,2019-02-05,Wild boar:Sus scrofa(Suidae),0,1,0,Kani Gifu,35.4261093,137.0613166
16.10,Yamagata,Gifu,2019-02-06,Wild boar:Sus scrofa(Suidae),0,1,0,Yamagata Gifu,35.4094858,136.7569769
16.11,Gifu,Gifu,2019-02-06,Wild boar:Sus scrofa(Suidae),0,1,0,Gifu Gifu,35.4230949,136.7627526
16.12,Kani,Gifu,2019-02-06,Wild boar:Sus scrofa(Suidae),0,1,0,Kani Gifu,35.4261093,137.0613166
16.13,Seki,Gifu,2019-02-06,Wild boar:Sus scrofa(Suidae),0,1,0,Seki Gifu,35.4958031,136.9181482
16.14,Yamagata,Gifu,2019-02-07,Wild boar:Sus scrofa(Suidae),0,2,0,Yamagata Gifu,35.4094858,136.7569769
16.15,Yamagata,Gifu,2019-02-08,Wild boar:Sus scrofa(Suidae),0,1,0,Yamagata Gifu,35.4094858,136.7569769
16.16,Seki,Gifu,2019-02-08,Wild boar:Sus scrofa(Suidae),0,2,0,Seki Gifu,35.4958031,136.9181482
16.17,Tahara,Aichi,2019-02-12,Swine,1180,10,0,Tahara Aichi,34.639112,137.183207
16.18,Tahara,Aichi,2019-02-13,Swine,13420,10,0,Tahara Aichi,34.639112,137.183207
17.1,Mino,Gifu,2019-02-10,Wild boar:Sus scrofa(Suidae),0,1,0,Mino Gifu,35.5442619,136.9075182
17.2,Yaotsu,Gifu,2019-02-10,Wild boar:Sus scrofa(Suidae),0,1,0,Yaotsu Gifu,35.4755935,137.141068
